Date,Close,High,Low,Open,Volume,ATR
2024-01-02,363.8014831542969,368.7356138207432,359.779620180644,366.73448635273246,25258600,0.0
2024-01-03,363.53668212890625,366.1459883616317,361.4865193608946,361.9769897820248,23083500,0.0
2024-01-04,360.9273376464844,365.9889954484458,360.1720240549271,363.6053166389914,20901500,0.0
2024-01-05,360.740966796875,364.96881910463645,359.5147908390338,361.93771572916546,21004600,0.0
2024-01-08,367.5487365722656,368.0490259949179,361.9769996213989,362.26145091951054,23134000,0.0
2024-01-09,368.6277160644531,368.8238862439724,364.11538283242464,364.9197613954772,20830000,0.0
